@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
484,3238,315,315,6417,0.046791,0.911343,0.911343,0.911343,0.088657,0.911343,0.345455,2.638097,0.324545
485,3237,316,315,6417,0.046791,0.911061,0.911318,0.911061,0.088682,0.911189,0.345357,2.638025,0.329671
486,3236,317,315,6417,0.046791,0.91078,0.911293,0.91078,0.088707,0.911036,0.34526,2.637952,0.33
487,3234,319,309,6423,0.0459,0.910217,0.912786,0.910217,0.087214,0.911499,0.344482,2.642275,0.330526
488,3233,320,309,6423,0.0459,0.909935,0.912761,0.909935,0.087239,0.911346,0.344385,2.642203,0.332667
489,3232,321,309,6423,0.0459,0.909654,0.912737,0.909654,0.087263,0.911193,0.344288,2.642132,0.332857
490,3232,321,307,6425,0.045603,0.909654,0.913252,0.909654,0.086748,0.91145,0.344093,2.643625,0.333333
491,3232,321,305,6427,0.045306,0.909654,0.913769,0.909654,0.086231,0.911707,0.343899,2.64512,0.333333
492,3231,322,305,6427,0.045306,0.909372,0.913744,0.909372,0.086256,0.911553,0.343802,2.645049,0.334231
493,3230,323,305,6427,0.045306,0.909091,0.91372,0.909091,0.08628,0.9114,0.343704,2.644979,0.335
494,3227,326,305,6427,0.045306,0.908247,0.913647,0.908247,0.086353,0.910939,0.343413,2.644767,0.33532
495,3227,326,304,6428,0.045157,0.908247,0.913905,0.908247,0.086095,0.911067,0.343316,2.645516,0.336667
496,3226,327,304,6428,0.045157,0.907965,0.913881,0.907965,0.086119,0.910913,0.343218,2.645445,0.338571
497,3225,328,304,6428,0.045157,0.907684,0.913857,0.907684,0.086143,0.91076,0.343121,2.645374,0.338613
498,3224,329,304,6428,0.045157,0.907402,0.913832,0.907402,0.086168,0.910606,0.343024,2.645304,0.34
499,3221,332,300,6432,0.044563,0.906558,0.914797,0.906558,0.085203,0.910659,0.342343,2.648096,0.342222
500,3221,332,299,6433,0.044415,0.906558,0.915057,0.906558,0.084943,0.910788,0.342246,2.648849,0.342857
501,3221,332,298,6434,0.044266,0.906558,0.915317,0.906558,0.084683,0.910916,0.342149,2.649601,0.343333
502,3220,333,298,6434,0.044266,0.906276,0.915293,0.906276,0.084707,0.910762,0.342052,2.649532,0.343655
503,3219,334,298,6434,0.044266,0.905995,0.915269,0.905995,0.084731,0.910608,0.341954,2.649462,0.344
504,3218,335,297,6435,0.044118,0.905713,0.915505,0.905713,0.084495,0.910583,0.34176,2.650146,0.344848
505,3218,335,295,6437,0.043821,0.905713,0.916026,0.905713,0.083974,0.910841,0.341565,2.651655,0.344912
506,3217,336,295,6437,0.043821,0.905432,0.916002,0.905432,0.083998,0.910686,0.341468,2.651586,0.345
507,3216,337,295,6437,0.043821,0.905151,0.915978,0.905151,0.084022,0.910532,0.341371,2.651516,0.345357
508,3215,338,295,6437,0.043821,0.904869,0.915954,0.904869,0.084046,0.910378,0.341274,2.651447,0.346039
509,3214,339,295,6437,0.043821,0.904588,0.91593,0.904588,0.08407,0.910224,0.341176,2.651378,0.348
510,3214,339,294,6438,0.043672,0.904588,0.916192,0.904588,0.083808,0.910353,0.341079,2.652133,0.348857
511,3213,340,294,6438,0.043672,0.904306,0.916168,0.904306,0.083832,0.910198,0.340982,2.652064,0.35
512,3207,346,292,6440,0.043375,0.902618,0.916548,0.902618,0.083452,0.909529,0.340204,2.653164,0.351573
513,3206,347,292,6440,0.043375,0.902336,0.916524,0.902336,0.083476,0.909375,0.340107,2.653095,0.351667
514,3205,348,292,6440,0.043375,0.902055,0.9165,0.902055,0.0835,0.90922,0.34001,2.653026,0.351896
515,3205,348,291,6441,0.043226,0.902055,0.916762,0.902055,0.083238,0.909349,0.339912,2.653785,0.352222
516,3205,348,290,6442,0.043078,0.902055,0.917024,0.902055,0.082976,0.909478,0.339815,2.654544,0.3525
517,3205,348,289,6443,0.042929,0.902055,0.917287,0.902055,0.082713,0.909607,0.339718,2.655304,0.352769
518,3204,349,289,6443,0.042929,0.901773,0.917263,0.901773,0.082737,0.909452,0.339621,2.655235,0.353176
519,3203,350,289,6443,0.042929,0.901492,0.917239,0.901492,0.082761,0.909297,0.339524,2.655167,0.35375
520,3202,351,289,6443,0.042929,0.90121,0.917216,0.90121,0.082784,0.909143,0.339426,2.655098,0.353788
521,3201,352,289,6443,0.042929,0.900929,0.917192,0.900929,0.082808,0.908988,0.339329,2.655029,0.36
522,3197,356,287,6445,0.042632,0.899803,0.917623,0.899803,0.082377,0.908626,0.338746,2.656278,0.360278
523,3196,357,287,6445,0.042632,0.899522,0.9176,0.899522,0.0824,0.908471,0.338649,2.65621,0.360385
524,3195,358,287,6445,0.042632,0.89924,0.917576,0.89924,0.082424,0.908316,0.338551,2.656141,0.360476
525,3194,359,287,6445,0.042632,0.898959,0.917552,0.898959,0.082448,0.90816,0.338454,2.656073,0.360988
526,3194,359,286,6446,0.042484,0.898959,0.917816,0.898959,0.082184,0.908289,0.338357,2.656836,0.361429
527,3193,360,286,6446,0.042484,0.898677,0.917792,0.898677,0.082208,0.908134,0.33826,2.656768,0.361576
528,3192,361,286,6446,0.042484,0.898396,0.917769,0.898396,0.082231,0.907979,0.338162,2.656699,0.3625
529,3191,362,286,6446,0.042484,0.898114,0.917745,0.898114,0.082255,0.907824,0.338065,2.656631,0.362609
530,3190,363,286,6446,0.042484,0.897833,0.917722,0.897833,0.082278,0.907668,0.337968,2.656562,0.365
531,3190,363,284,6448,0.042187,0.897833,0.91825,0.897833,0.08175,0.907927,0.337773,2.658092,0.367149
532,3189,364,284,6448,0.042187,0.897551,0.918226,0.897551,0.081774,0.907771,0.337676,2.658024,0.367606
533,3188,365,284,6448,0.042187,0.89727,0.918203,0.89727,0.081797,0.907616,0.337579,2.657955,0.37
534,3181,372,281,6451,0.041741,0.8953,0.918833,0.8953,0.081167,0.906914,0.336607,2.65978,0.370503
535,3180,373,281,6451,0.041741,0.895018,0.91881,0.895018,0.08119,0.906758,0.336509,2.659712,0.371111
536,3180,373,280,6452,0.041592,0.895018,0.919075,0.895018,0.080925,0.906887,0.336412,2.660481,0.3715
537,3179,374,280,6452,0.041592,0.894737,0.919052,0.894737,0.080948,0.906731,0.336315,2.660413,0.372
538,3179,374,279,6453,0.041444,0.894737,0.919318,0.894737,0.080682,0.906861,0.336218,2.661182,0.372206
539,3178,375,279,6453,0.041444,0.894455,0.919294,0.894455,0.080706,0.906705,0.336121,2.661115,0.373333
540,3177,376,279,6453,0.041444,0.894174,0.919271,0.894174,0.080729,0.906549,0.336023,2.661047,0.376
541,3176,377,279,6453,0.041444,0.893892,0.919247,0.893892,0.080753,0.906393,0.335926,2.66098,0.378333
542,3175,378,279,6453,0.041444,0.893611,0.919224,0.893611,0.080776,0.906237,0.335829,2.660912,0.378596
543,3174,379,279,6453,0.041444,0.89333,0.919201,0.89333,0.080799,0.906081,0.335732,2.660844,0.379333
544,3174,379,277,6455,0.041147,0.89333,0.919733,0.89333,0.080267,0.906339,0.335537,2.662386,0.379545
545,3173,380,277,6455,0.041147,0.893048,0.91971,0.893048,0.08029,0.906183,0.33544,2.662319,0.38
546,3166,387,271,6461,0.040255,0.891078,0.921152,0.891078,0.078848,0.905866,0.334176,2.666493,0.380749
547,3165,388,271,6461,0.040255,0.890797,0.921129,0.890797,0.078871,0.905709,0.334079,2.666427,0.380833
548,3164,389,271,6461,0.040255,0.890515,0.921106,0.890515,0.078894,0.905552,0.333982,2.66636,0.380919
549,3164,389,270,6462,0.040107,0.890515,0.921374,0.890515,0.078626,0.905682,0.333884,2.667137,0.381875
550,3164,389,269,6463,0.039958,0.890515,0.921643,0.890515,0.078357,0.905812,0.333787,2.667914,0.383077
551,3163,390,269,6463,0.039958,0.890234,0.92162,0.890234,0.07838,0.905655,0.33369,2.667848,0.383417
552,3162,391,269,6463,0.039958,0.889952,0.921597,0.889952,0.078403,0.905498,0.333593,2.667781,0.384
553,3161,392,269,6463,0.039958,0.889671,0.921574,0.889671,0.078426,0.905342,0.333495,2.667715,0.385
554,3160,393,268,6464,0.03981,0.889389,0.92182,0.889389,0.07818,0.905314,0.333301,2.668427,0.3875
555,3159,394,268,6464,0.03981,0.889108,0.921797,0.889108,0.078203,0.905158,0.333204,2.668361,0.388792
556,3159,394,267,6465,0.039661,0.889108,0.922067,0.889108,0.077933,0.905287,0.333106,2.66914,0.39
557,3152,401,265,6467,0.039364,0.887138,0.922447,0.887138,0.077553,0.904448,0.332231,2.67024,0.390111
558,3151,402,265,6467,0.039364,0.886856,0.922424,0.886856,0.077576,0.90429,0.332134,2.670174,0.390333
559,3150,403,265,6467,0.039364,0.886575,0.922401,0.886575,0.077599,0.904133,0.332037,2.670109,0.391111
560,3150,403,264,6468,0.039216,0.886575,0.922671,0.886575,0.077329,0.904263,0.33194,2.670891,0.39125
561,3149,404,264,6468,0.039216,0.886293,0.922649,0.886293,0.077351,0.904106,0.331842,2.670825,0.391262
562,3148,405,264,6468,0.039216,0.886012,0.922626,0.886012,0.077374,0.903948,0.331745,2.67076,0.391429
563,3147,406,264,6468,0.039216,0.88573,0.922603,0.88573,0.077397,0.903791,0.331648,2.670694,0.391667
564,3146,407,264,6468,0.039216,0.885449,0.922581,0.885449,0.077419,0.903633,0.331551,2.670628,0.393333
565,3145,408,264,6468,0.039216,0.885167,0.922558,0.885167,0.077442,0.903476,0.331454,2.670562,0.394
566,3144,409,264,6468,0.039216,0.884886,0.922535,0.884886,0.077465,0.903318,0.331356,2.670497,0.396389
567,3143,410,264,6468,0.039216,0.884605,0.922512,0.884605,0.077488,0.903161,0.331259,2.670431,0.396429
568,3142,411,264,6468,0.039216,0.884323,0.92249,0.884323,0.07751,0.903003,0.331162,2.670365,0.3965
569,3141,412,264,6468,0.039216,0.884042,0.922467,0.884042,0.077533,0.902846,0.331065,2.670299,0.397542
570,3140,413,264,6468,0.039216,0.88376,0.922444,0.88376,0.077556,0.902688,0.330967,2.670233,0.397955
571,3139,414,264,6468,0.039216,0.883479,0.922421,0.883479,0.077579,0.90253,0.33087,2.670167,0.398111
572,3139,414,263,6469,0.039067,0.883479,0.922693,0.883479,0.077307,0.90266,0.330773,2.670952,0.3985
573,3138,415,263,6469,0.039067,0.883197,0.92267,0.883197,0.07733,0.902502,0.330676,2.670886,0.4
574,3129,424,256,6476,0.038027,0.880664,0.924372,0.880664,0.075628,0.901989,0.32912,2.675814,0.400713
575,3129,424,254,6478,0.03773,0.880664,0.924919,0.880664,0.075081,0.902249,0.328926,2.677396,0.4008
576,3128,425,254,6478,0.03773,0.880383,0.924897,0.880383,0.075103,0.902091,0.328828,2.677332,0.402308
577,3127,426,254,6478,0.03773,0.880101,0.924874,0.880101,0.075126,0.901933,0.328731,2.677268,0.403269
578,3127,426,253,6479,0.037582,0.880101,0.925148,0.880101,0.074852,0.902063,0.328634,2.67806,0.403974
579,3127,426,252,6480,0.037433,0.880101,0.925422,0.880101,0.074578,0.902193,0.328537,2.678852,0.404402
580,3126,427,252,6480,0.037433,0.87982,0.9254,0.87982,0.0746,0.902034,0.328439,2.678788,0.405952
581,3125,428,252,6480,0.037433,0.879538,0.925378,0.879538,0.074622,0.901876,0.328342,2.678724,0.406667
582,3123,430,252,6480,0.037433,0.878976,0.925333,0.878976,0.074667,0.901559,0.328148,2.678596,0.4075
583,3123,430,251,6481,0.037285,0.878976,0.925608,0.878976,0.074392,0.901689,0.328051,2.67939,0.408
584,3122,431,251,6481,0.037285,0.878694,0.925586,0.878694,0.074414,0.90153,0.327953,2.679327,0.409286
585,3121,432,251,6481,0.037285,0.878413,0.925563,0.878413,0.074437,0.901372,0.327856,2.679263,0.409921
586,3121,432,250,6482,0.037136,0.878413,0.925838,0.878413,0.074162,0.901502,0.327759,2.680057,0.41
587,3110,443,243,6489,0.036096,0.875317,0.927528,0.875317,0.072472,0.900666,0.326009,2.684948,0.411429
588,3109,444,243,6489,0.036096,0.875035,0.927506,0.875035,0.072494,0.900507,0.325912,2.684886,0.4115
589,3108,445,243,6489,0.036096,0.874754,0.927484,0.874754,0.072516,0.900348,0.325814,2.684823,0.41275
590,3107,446,243,6489,0.036096,0.874472,0.927463,0.874472,0.072537,0.900188,0.325717,2.68476,0.413403
591,3106,447,243,6489,0.036096,0.874191,0.927441,0.874191,0.072559,0.900029,0.32562,2.684698,0.414545
592,3105,448,243,6489,0.036096,0.873909,0.927419,0.873909,0.072581,0.89987,0.325523,2.684635,0.416461
593,3104,449,243,6489,0.036096,0.873628,0.927398,0.873628,0.072602,0.89971,0.325425,2.684572,0.416817
594,3103,450,243,6489,0.036096,0.873346,0.927376,0.873346,0.072624,0.899551,0.325328,2.684509,0.417917
595,3102,451,243,6489,0.036096,0.873065,0.927354,0.873065,0.072646,0.899391,0.325231,2.684447,0.42
596,3098,455,242,6490,0.035948,0.871939,0.927545,0.871939,0.072455,0.898883,0.324745,2.684998,0.420455
597,3097,456,242,6490,0.035948,0.871658,0.927523,0.871658,0.072477,0.898723,0.324648,2.684936,0.422
598,3096,457,242,6490,0.035948,0.871376,0.927501,0.871376,0.072499,0.898563,0.32455,2.684873,0.422333
599,3095,458,242,6490,0.035948,0.871095,0.92748,0.871095,0.07252,0.898403,0.324453,2.68481,0.423636
600,3094,459,242,6490,0.035948,0.870813,0.927458,0.870813,0.072542,0.898244,0.324356,2.684747,0.425
601,3093,460,241,6491,0.035799,0.870532,0.927714,0.870532,0.072286,0.898214,0.324161,2.685489,0.425909
602,3093,460,239,6493,0.035502,0.870532,0.928271,0.870532,0.071729,0.898475,0.323967,2.687101,0.426611
603,3093,460,238,6494,0.035354,0.870532,0.92855,0.870532,0.07145,0.898605,0.32387,2.687908,0.4268
604,3092,461,238,6494,0.035354,0.87025,0.928529,0.87025,0.071471,0.898445,0.323772,2.687846,0.427538
605,3091,462,238,6494,0.035354,0.869969,0.928507,0.869969,0.071493,0.898285,0.323675,2.687784,0.428167
606,3090,463,238,6494,0.035354,0.869688,0.928486,0.869688,0.071514,0.898125,0.323578,2.687721,0.428556
607,3089,464,238,6494,0.035354,0.869406,0.928464,0.869406,0.071536,0.897965,0.323481,2.687659,0.42902
608,3089,464,237,6495,0.035205,0.869406,0.928743,0.869406,0.071257,0.898096,0.323384,2.688467,0.43
609,3074,479,236,6496,0.035056,0.865184,0.928701,0.865184,0.071299,0.895818,0.321828,2.688345,0.4308
610,3074,479,235,6497,0.034908,0.865184,0.928982,0.865184,0.071018,0.895949,0.321731,2.689157,0.43087
611,3073,480,235,6497,0.034908,0.864903,0.92896,0.864903,0.07104,0.895788,0.321633,2.689095,0.431218
612,3072,481,235,6497,0.034908,0.864621,0.928939,0.864621,0.071061,0.895627,0.321536,2.689033,0.43125
613,3071,482,235,6497,0.034908,0.86434,0.928917,0.86434,0.071083,0.895466,0.321439,2.688971,0.431333
614,3070,483,235,6497,0.034908,0.864059,0.928896,0.864059,0.071104,0.895305,0.321342,2.688908,0.431917
615,3069,484,235,6497,0.034908,0.863777,0.928874,0.863777,0.071126,0.895144,0.321245,2.688846,0.432262
616,3068,485,235,6497,0.034908,0.863496,0.928853,0.863496,0.071147,0.894982,0.321147,2.688784,0.433095
617,3067,486,235,6497,0.034908,0.863214,0.928831,0.863214,0.071169,0.894821,0.32105,2.688721,0.43375
618,3067,486,234,6498,0.034759,0.863214,0.929112,0.863214,0.070888,0.894952,0.320953,2.689536,0.433761
619,3066,487,234,6498,0.034759,0.862933,0.929091,0.862933,0.070909,0.894791,0.320856,2.689474,0.434857
620,3065,488,234,6498,0.034759,0.862651,0.929069,0.862651,0.070931,0.894629,0.320758,2.689411,0.435769
621,3064,489,234,6498,0.034759,0.86237,0.929048,0.86237,0.070952,0.894468,0.320661,2.689349,0.436806
622,3063,490,234,6498,0.034759,0.862088,0.929026,0.862088,0.070974,0.894307,0.320564,2.689287,0.438333
623,3062,491,234,6498,0.034759,0.861807,0.929005,0.861807,0.070995,0.894145,0.320467,2.689225,0.44
624,3053,500,229,6503,0.034017,0.859274,0.930225,0.859274,0.069775,0.893343,0.319105,2.692758,0.440364
625,3052,501,229,6503,0.034017,0.858992,0.930204,0.858992,0.069796,0.893181,0.319008,2.692696,0.440385
626,3052,501,228,6504,0.033868,0.858992,0.930488,0.858992,0.069512,0.893312,0.318911,2.693517,0.44125
627,3051,502,228,6504,0.033868,0.858711,0.930467,0.858711,0.069533,0.89315,0.318814,2.693456,0.441667
628,3050,503,228,6504,0.033868,0.858429,0.930445,0.858429,0.069555,0.892988,0.318717,2.693395,0.442
629,3049,504,228,6504,0.033868,0.858148,0.930424,0.858148,0.069576,0.892826,0.318619,2.693333,0.442632
630,3048,505,228,6504,0.033868,0.857867,0.930403,0.857867,0.069597,0.892664,0.318522,2.693272,0.443333
631,3047,506,228,6504,0.033868,0.857585,0.930382,0.857585,0.069618,0.892501,0.318425,2.69321,0.443333
632,3046,507,228,6504,0.033868,0.857304,0.93036,0.857304,0.06964,0.892339,0.318328,2.693149,0.444167
633,3045,508,228,6504,0.033868,0.857022,0.930339,0.857022,0.069661,0.892177,0.31823,2.693087,0.445
634,3042,511,228,6504,0.033868,0.856178,0.930275,0.856178,0.069725,0.89169,0.317939,2.692902,0.44726
635,3041,512,228,6504,0.033868,0.855896,0.930254,0.855896,0.069746,0.891527,0.317842,2.69284,0.447538
636,3040,513,228,6504,0.033868,0.855615,0.930233,0.855615,0.069767,0.891365,0.317744,2.692778,0.447833
637,3039,514,228,6504,0.033868,0.855334,0.930211,0.855334,0.069789,0.891202,0.317647,2.692717,0.447965
638,3038,515,228,6504,0.033868,0.855052,0.93019,0.855052,0.06981,0.89104,0.31755,2.692655,0.448917
639,3037,516,228,6504,0.033868,0.854771,0.930168,0.854771,0.069832,0.890877,0.317453,2.692593,0.449538
640,3036,517,228,6504,0.033868,0.854489,0.930147,0.854489,0.069853,0.890714,0.317355,2.692531,0.449714
641,3035,518,228,6504,0.033868,0.854208,0.930126,0.854208,0.069874,0.890552,0.317258,2.692469,0.449934
642,3034,519,228,6504,0.033868,0.853926,0.930104,0.853926,0.069896,0.890389,0.317161,2.692407,0.449949
643,3033,520,228,6504,0.033868,0.853645,0.930083,0.853645,0.069917,0.890226,0.317064,2.692345,0.45
644,3020,533,226,6506,0.033571,0.849986,0.930376,0.849986,0.069624,0.888366,0.315605,2.693193,0.450588
645,3019,534,226,6506,0.033571,0.849704,0.930354,0.849704,0.069646,0.888202,0.315508,2.693131,0.451005
646,3019,534,225,6507,0.033422,0.849704,0.930641,0.849704,0.069359,0.888333,0.315411,2.693961,0.451676
647,3018,535,225,6507,0.033422,0.849423,0.93062,0.849423,0.06938,0.88817,0.315314,2.693899,0.451818
648,3017,536,225,6507,0.033422,0.849142,0.930598,0.849142,0.069402,0.888006,0.315216,2.693837,0.452
649,3016,537,224,6508,0.033274,0.84886,0.930864,0.84886,0.069136,0.887973,0.315022,2.694607,0.453333
650,3015,538,224,6508,0.033274,0.848579,0.930843,0.848579,0.069157,0.887809,0.314925,2.694545,0.453589
651,3014,539,224,6508,0.033274,0.848297,0.930821,0.848297,0.069179,0.887645,0.314827,2.694483,0.453913
652,3013,540,224,6508,0.033274,0.848016,0.9308,0.848016,0.0692,0.887482,0.31473,2.694421,0.454
653,3012,541,224,6508,0.033274,0.847734,0.930779,0.847734,0.069221,0.887318,0.314633,2.69436,0.454375
654,3012,541,223,6509,0.033125,0.847734,0.931066,0.847734,0.068934,0.887448,0.314536,2.695192,0.456
655,3011,542,223,6509,0.033125,0.847453,0.931045,0.847453,0.068955,0.887285,0.314439,2.695131,0.46
656,2999,554,220,6512,0.03268,0.844075,0.931656,0.844075,0.068344,0.885706,0.31298,2.696898,0.4608
657,2998,555,220,6512,0.03268,0.843794,0.931635,0.843794,0.068365,0.885541,0.312883,2.696837,0.461968
658,2997,556,220,6512,0.03268,0.843513,0.931613,0.843513,0.068387,0.885377,0.312786,2.696775,0.462545
659,2996,557,220,6512,0.03268,0.843231,0.931592,0.843231,0.068408,0.885212,0.312688,2.696714,0.463333
660,2995,558,220,6512,0.03268,0.84295,0.931571,0.84295,0.068429,0.885047,0.312591,2.696652,0.463901
661,2995,558,219,6513,0.032531,0.84295,0.931861,0.84295,0.068139,0.885178,0.312494,2.697491,0.464333
662,2994,559,219,6513,0.032531,0.842668,0.931839,0.842668,0.068161,0.885013,0.312397,2.69743,0.464341
663,2993,560,219,6513,0.032531,0.842387,0.931818,0.842387,0.068182,0.884848,0.312299,2.697368,0.464444
664,2993,560,218,6514,0.032383,0.842387,0.932108,0.842387,0.067892,0.884979,0.312202,2.698208,0.465833
665,2992,561,218,6514,0.032383,0.842105,0.932087,0.842105,0.067913,0.884814,0.312105,2.698147,0.466018
666,2991,562,218,6514,0.032383,0.841824,0.932066,0.841824,0.067934,0.88465,0.312008,2.698086,0.466667
667,2990,563,218,6514,0.032383,0.841542,0.932045,0.841542,0.067955,0.884485,0.311911,2.698025,0.466923
668,2989,564,218,6514,0.032383,0.841261,0.932024,0.841261,0.067976,0.88432,0.311813,2.697963,0.468021
669,2988,565,218,6514,0.032383,0.840979,0.932002,0.840979,0.067998,0.884154,0.311716,2.697902,0.469368
670,2987,566,218,6514,0.032383,0.840698,0.931981,0.840698,0.068019,0.883989,0.311619,2.697841,0.47
671,2976,577,216,6516,0.032086,0.837602,0.932331,0.837602,0.067669,0.882431,0.310355,2.698852,0.470952
672,2975,578,216,6516,0.032086,0.837321,0.93231,0.837321,0.06769,0.882266,0.310258,2.698791,0.472
673,2975,578,215,6517,0.031937,0.837321,0.932602,0.837321,0.067398,0.882397,0.31016,2.699637,0.474583
674,2974,579,215,6517,0.031937,0.837039,0.932581,0.837039,0.067419,0.882231,0.310063,2.699576,0.475
675,2973,580,215,6517,0.031937,0.836758,0.93256,0.836758,0.06744,0.882065,0.309966,2.699515,0.4755
676,2972,581,215,6517,0.031937,0.836476,0.932538,0.836476,0.067462,0.881899,0.309869,2.699453,0.475825
677,2972,581,214,6518,0.031788,0.836476,0.932831,0.836476,0.067169,0.88203,0.309772,2.700301,0.475833
678,2971,582,214,6518,0.031788,0.836195,0.93281,0.836195,0.06719,0.881864,0.309674,2.70024,0.476471
679,2970,583,214,6518,0.031788,0.835913,0.932789,0.835913,0.067211,0.881698,0.309577,2.700179,0.4775
680,2969,584,214,6518,0.031788,0.835632,0.932768,0.835632,0.067232,0.881532,0.30948,2.700117,0.478333
681,2969,584,213,6519,0.03164,0.835632,0.933061,0.835632,0.066939,0.881663,0.309383,2.700966,0.479041
682,2968,585,213,6519,0.03164,0.83535,0.93304,0.83535,0.06696,0.881497,0.309285,2.700905,0.48
683,2961,592,211,6521,0.031343,0.83338,0.93348,0.83338,0.06652,0.880595,0.30841,2.70218,0.480714
684,2960,593,211,6521,0.031343,0.833099,0.933459,0.833099,0.066541,0.880428,0.308313,2.70212,0.481333
685,2959,594,211,6521,0.031343,0.832817,0.933438,0.832817,0.066562,0.880262,0.308216,2.702059,0.482
686,2959,594,210,6522,0.031194,0.832817,0.933733,0.832817,0.066267,0.880393,0.308119,2.702911,0.482701
687,2958,595,210,6522,0.031194,0.832536,0.933712,0.832536,0.066288,0.880226,0.308021,2.702851,0.482857
688,2957,596,210,6522,0.031194,0.832254,0.933691,0.832254,0.066309,0.88006,0.307924,2.70279,0.483
689,2955,598,210,6522,0.031194,0.831692,0.933649,0.831692,0.066351,0.879726,0.30773,2.702669,0.483144
690,2954,599,210,6522,0.031194,0.83141,0.933628,0.83141,0.066372,0.879559,0.307632,2.702608,0.483333
691,2953,600,209,6523,0.031046,0.831129,0.933903,0.831129,0.066097,0.879523,0.307438,2.703402,0.484
692,2952,601,209,6523,0.031046,0.830847,0.933882,0.830847,0.066118,0.879357,0.307341,2.703342,0.484438
693,2952,601,208,6524,0.030897,0.830847,0.934177,0.830847,0.065823,0.879488,0.307244,2.704197,0.485162
694,2951,602,208,6524,0.030897,0.830566,0.934156,0.830566,0.065844,0.879321,0.307146,2.704137,0.485385
695,2950,603,208,6524,0.030897,0.830284,0.934136,0.830284,0.065864,0.879154,0.307049,2.704077,0.485714
696,2949,604,208,6524,0.030897,0.830003,0.934115,0.830003,0.065885,0.878987,0.306952,2.704016,0.4875
697,2948,605,208,6524,0.030897,0.829721,0.934094,0.829721,0.065906,0.878819,0.306855,2.703956,0.488689
698,2947,606,208,6524,0.030897,0.82944,0.934073,0.82944,0.065927,0.878652,0.306757,2.703895,0.49
699,2938,615,208,6524,0.030897,0.826907,0.933884,0.826907,0.066116,0.877146,0.305882,2.703349,0.491095
700,2937,616,208,6524,0.030897,0.826625,0.933863,0.826625,0.066137,0.876978,0.305785,2.703288,0.492222
701,2937,616,207,6525,0.030749,0.826625,0.93416,0.826625,0.06584,0.877109,0.305688,2.704148,0.4925
702,2936,617,207,6525,0.030749,0.826344,0.934139,0.826344,0.065861,0.876941,0.305591,2.704088,0.493333
703,2935,618,206,6526,0.0306,0.826062,0.934416,0.826062,0.065584,0.876905,0.305396,2.704888,0.493429
704,2934,619,206,6526,0.0306,0.825781,0.934395,0.825781,0.065605,0.876737,0.305299,2.704827,0.49375
705,2933,620,206,6526,0.0306,0.8255,0.934374,0.8255,0.065626,0.876569,0.305202,2.704767,0.494
706,2932,621,206,6526,0.0306,0.825218,0.934353,0.825218,0.065647,0.876401,0.305105,2.704706,0.494702
707,2931,622,206,6526,0.0306,0.824937,0.934332,0.824937,0.065668,0.876233,0.305007,2.704646,0.495
708,2930,623,206,6526,0.0306,0.824655,0.934311,0.824655,0.065689,0.876065,0.30491,2.704585,0.495295
709,2929,624,206,6526,0.0306,0.824374,0.93429,0.824374,0.06571,0.875897,0.304813,2.704524,0.495405
710,2928,625,206,6526,0.0306,0.824092,0.934269,0.824092,0.065731,0.875729,0.304716,2.704464,0.496417
711,2927,626,206,6526,0.0306,0.823811,0.934248,0.823811,0.065752,0.875561,0.304618,2.704403,0.496457
712,2926,627,206,6526,0.0306,0.823529,0.934227,0.823529,0.065773,0.875393,0.304521,2.704342,0.4965
713,2925,628,206,6526,0.0306,0.823248,0.934206,0.823248,0.065794,0.875224,0.304424,2.704281,0.497143
714,2924,629,206,6526,0.0306,0.822967,0.934185,0.822967,0.065815,0.875056,0.304327,2.704221,0.498
715,2924,629,205,6527,0.030452,0.822967,0.934484,0.822967,0.065516,0.875187,0.304229,2.705085,0.499142
716,2923,630,205,6527,0.030452,0.822685,0.934463,0.822685,0.065537,0.875019,0.304132,2.705024,0.499308
717,2922,631,205,6527,0.030452,0.822404,0.934442,0.822404,0.065558,0.87485,0.304035,2.704964,0.499333
718,2922,631,204,6528,0.030303,0.822404,0.934741,0.822404,0.065259,0.874981,0.303938,2.705829,0.5
719,2917,636,202,6530,0.030006,0.820996,0.935236,0.820996,0.064764,0.8744,0.303257,2.707261,0.5
720,2916,637,202,6530,0.030006,0.820715,0.935215,0.820715,0.064785,0.874232,0.30316,2.707201,0.500435
721,2915,638,202,6530,0.030006,0.820433,0.935194,0.820433,0.064806,0.874063,0.303063,2.707141,0.500667
722,2914,639,202,6530,0.030006,0.820152,0.935173,0.820152,0.064827,0.873894,0.302965,2.707081,0.501111
723,2913,640,202,6530,0.030006,0.819871,0.935152,0.819871,0.064848,0.873725,0.302868,2.70702,0.501667
724,2912,641,202,6530,0.030006,0.819589,0.935132,0.819589,0.064868,0.873556,0.302771,2.70696,0.503304
725,2911,642,202,6530,0.030006,0.819308,0.935111,0.819308,0.064889,0.873387,0.302674,2.7069,0.504
