@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
1093,2352,1201,112,6620,0.016637,0.661976,0.954545,0.661976,0.045455,0.781785,0.239572,2.763158,0.659048
1094,2351,1202,112,6620,0.016637,0.661694,0.954527,0.661694,0.045473,0.781582,0.239475,2.763104,0.659167
1095,2350,1203,112,6620,0.016637,0.661413,0.954509,0.661413,0.045491,0.78138,0.239378,2.763051,0.66
1096,2328,1225,112,6620,0.016637,0.655221,0.954098,0.655221,0.045902,0.776906,0.237239,2.761864,0.66013
1097,2327,1226,112,6620,0.016637,0.654939,0.95408,0.654939,0.04592,0.776702,0.237141,2.761809,0.66033
1098,2326,1227,112,6620,0.016637,0.654658,0.954061,0.654658,0.045939,0.776498,0.237044,2.761755,0.660556
1099,2325,1228,112,6620,0.016637,0.654377,0.954042,0.654377,0.045958,0.776294,0.236947,2.7617,0.660667
1100,2324,1229,112,6620,0.016637,0.654095,0.954023,0.654095,0.045977,0.776089,0.23685,2.761645,0.661399
1101,2323,1230,112,6620,0.016637,0.653814,0.954004,0.653814,0.045996,0.775885,0.236753,2.761591,0.661429
1102,2322,1231,112,6620,0.016637,0.653532,0.953985,0.653532,0.046015,0.775681,0.236655,2.761536,0.661667
1103,2321,1232,112,6620,0.016637,0.653251,0.953966,0.653251,0.046034,0.775476,0.236558,2.761481,0.661667
1104,2321,1232,110,6622,0.01634,0.653251,0.954751,0.653251,0.045249,0.775735,0.236364,2.763753,0.661825
1105,2320,1233,110,6622,0.01634,0.652969,0.954733,0.652969,0.045267,0.775531,0.236266,2.763699,0.662495
1106,2319,1234,110,6622,0.01634,0.652688,0.954714,0.652688,0.045286,0.775326,0.236169,2.763645,0.663333
1107,2317,1236,110,6622,0.01634,0.652125,0.954677,0.652125,0.045323,0.774916,0.235975,2.763537,0.663333
1108,2315,1238,110,6622,0.01634,0.651562,0.954639,0.651562,0.045361,0.774507,0.23578,2.763429,0.663889
1109,2314,1239,110,6622,0.01634,0.651281,0.95462,0.651281,0.04538,0.774301,0.235683,2.763375,0.664
1110,2313,1240,110,6622,0.01634,0.650999,0.954602,0.650999,0.045398,0.774096,0.235586,2.763321,0.664444
1111,2312,1241,110,6622,0.01634,0.650718,0.954583,0.650718,0.045417,0.773891,0.235489,2.763267,0.664583
1112,2311,1242,110,6622,0.01634,0.650436,0.954564,0.650436,0.045436,0.773686,0.235391,2.763212,0.665
1113,2308,1245,110,6622,0.01634,0.649592,0.954508,0.649592,0.045492,0.77307,0.2351,2.763049,0.6655
1114,2307,1246,110,6622,0.01634,0.64931,0.954489,0.64931,0.045511,0.772864,0.235002,2.762995,0.665714
1115,2306,1247,110,6622,0.01634,0.649029,0.95447,0.649029,0.04553,0.772659,0.234905,2.76294,0.665833
1116,2305,1248,110,6622,0.01634,0.648748,0.954451,0.648748,0.045549,0.772453,0.234808,2.762885,0.666311
1117,2304,1249,110,6622,0.01634,0.648466,0.954432,0.648466,0.045568,0.772247,0.234711,2.762831,0.666444
1118,2303,1250,110,6622,0.01634,0.648185,0.954414,0.648185,0.045586,0.772042,0.234614,2.762776,0.666842
1119,2302,1251,110,6622,0.01634,0.647903,0.954395,0.647903,0.045605,0.771836,0.234516,2.762721,0.6675
1120,2300,1253,110,6622,0.01634,0.64734,0.954357,0.64734,0.045643,0.771424,0.234322,2.762612,0.667768
1121,2299,1254,110,6622,0.01634,0.647059,0.954338,0.647059,0.045662,0.771218,0.234225,2.762557,0.668182
1122,2298,1255,110,6622,0.01634,0.646777,0.954319,0.646777,0.045681,0.771012,0.234127,2.762502,0.668195
1123,2297,1256,110,6622,0.01634,0.646496,0.9543,0.646496,0.0457,0.770805,0.23403,2.762447,0.66856
1124,2296,1257,110,6622,0.01634,0.646214,0.954281,0.646214,0.045719,0.770599,0.233933,2.762392,0.668905
1125,2295,1258,110,6622,0.01634,0.645933,0.954262,0.645933,0.045738,0.770393,0.233836,2.762337,0.669205
1126,2294,1259,110,6622,0.01634,0.645652,0.954243,0.645652,0.045757,0.770186,0.233738,2.762282,0.669583
1127,2294,1259,109,6623,0.016191,0.645652,0.95464,0.645652,0.04536,0.770316,0.233641,2.763432,0.67
1128,2269,1284,103,6629,0.0153,0.638615,0.956577,0.638615,0.043423,0.765907,0.230627,2.769038,0.670111
1129,2268,1285,103,6629,0.0153,0.638334,0.956558,0.638334,0.043442,0.765699,0.23053,2.768985,0.67025
1130,2267,1286,103,6629,0.0153,0.638052,0.95654,0.638052,0.04346,0.76549,0.230433,2.768932,0.671034
1131,2266,1287,103,6629,0.0153,0.637771,0.956522,0.637771,0.043478,0.765282,0.230335,2.768879,0.671429
1132,2265,1288,103,6629,0.0153,0.637489,0.956503,0.637489,0.043497,0.765073,0.230238,2.768826,0.671832
1133,2265,1288,101,6631,0.015003,0.637489,0.957312,0.637489,0.042688,0.765332,0.230044,2.771166,0.672
1134,2264,1289,101,6631,0.015003,0.637208,0.957294,0.637208,0.042706,0.765123,0.229947,2.771114,0.67222
1135,2263,1290,101,6631,0.015003,0.636927,0.957276,0.636927,0.042724,0.764915,0.229849,2.771062,0.672222
1136,2262,1291,101,6631,0.015003,0.636645,0.957258,0.636645,0.042742,0.764706,0.229752,2.771009,0.673267
1137,2261,1292,101,6631,0.015003,0.636364,0.95724,0.636364,0.04276,0.764497,0.229655,2.770957,0.673667
1138,2260,1293,101,6631,0.015003,0.636082,0.957222,0.636082,0.042778,0.764288,0.229558,2.770904,0.674167
1139,2259,1294,101,6631,0.015003,0.635801,0.957203,0.635801,0.042797,0.764079,0.22946,2.770852,0.675769
1140,2258,1295,101,6631,0.015003,0.635519,0.957185,0.635519,0.042815,0.76387,0.229363,2.770799,0.676667
1141,2257,1296,101,6631,0.015003,0.635238,0.957167,0.635238,0.042833,0.763661,0.229266,2.770747,0.676923
1142,2256,1297,101,6631,0.015003,0.634956,0.957149,0.634956,0.042851,0.763452,0.229169,2.770694,0.67697
1143,2255,1298,101,6631,0.015003,0.634675,0.957131,0.634675,0.042869,0.763243,0.229071,2.770642,0.677381
1144,2254,1299,101,6631,0.015003,0.634393,0.957113,0.634393,0.042887,0.763033,0.228974,2.770589,0.677411
1145,2253,1300,101,6631,0.015003,0.634112,0.957094,0.634112,0.042906,0.762824,0.228877,2.770536,0.677767
1146,2252,1301,101,6631,0.015003,0.633831,0.957076,0.633831,0.042924,0.762614,0.22878,2.770483,0.67825
1147,2251,1302,101,6631,0.015003,0.633549,0.957058,0.633549,0.042942,0.762405,0.228683,2.770431,0.678333
1148,2250,1303,101,6631,0.015003,0.633268,0.95704,0.633268,0.04296,0.762195,0.228585,2.770378,0.678662
1149,2249,1304,101,6631,0.015003,0.632986,0.957021,0.632986,0.042979,0.761985,0.228488,2.770325,0.678929
1150,2248,1305,101,6631,0.015003,0.632705,0.957003,0.632705,0.042997,0.761776,0.228391,2.770272,0.679667
1151,2247,1306,101,6631,0.015003,0.632423,0.956985,0.632423,0.043015,0.761566,0.228294,2.770219,0.679722
1152,2246,1307,101,6631,0.015003,0.632142,0.956966,0.632142,0.043034,0.761356,0.228196,2.770166,0.68
1153,2224,1329,100,6632,0.014854,0.62595,0.956971,0.62595,0.043029,0.756849,0.22596,2.770178,0.680227
1154,2223,1330,100,6632,0.014854,0.625668,0.956952,0.625668,0.043048,0.756637,0.225863,2.770125,0.680389
1155,2222,1331,100,6632,0.014854,0.625387,0.956934,0.625387,0.043066,0.756426,0.225766,2.770071,0.680417
1156,2221,1332,100,6632,0.014854,0.625106,0.956915,0.625106,0.043085,0.756214,0.225668,2.770017,0.680427
1157,2220,1333,100,6632,0.014854,0.624824,0.956897,0.624824,0.043103,0.756002,0.225571,2.769964,0.680455
1158,2219,1334,100,6632,0.014854,0.624543,0.956878,0.624543,0.043122,0.75579,0.225474,2.76991,0.680833
1159,2218,1335,100,6632,0.014854,0.624261,0.956859,0.624261,0.043141,0.755578,0.225377,2.769856,0.681429
1160,2218,1335,99,6633,0.014706,0.624261,0.957272,0.624261,0.042728,0.755707,0.22528,2.771051,0.681667
1161,2218,1335,98,6634,0.014557,0.624261,0.957686,0.624261,0.042314,0.755836,0.225182,2.772248,0.681667
1162,2217,1336,98,6634,0.014557,0.62398,0.957667,0.62398,0.042333,0.755624,0.225085,2.772195,0.682
1163,2216,1337,98,6634,0.014557,0.623698,0.957649,0.623698,0.042351,0.755412,0.224988,2.772142,0.682143
1164,2215,1338,98,6634,0.014557,0.623417,0.957631,0.623417,0.042369,0.755199,0.224891,2.772089,0.682632
1165,2214,1339,98,6634,0.014557,0.623135,0.957612,0.623135,0.042388,0.754987,0.224793,2.772036,0.682816
1166,2213,1340,98,6634,0.014557,0.622854,0.957594,0.622854,0.042406,0.754775,0.224696,2.771983,0.683
1167,2212,1341,98,6634,0.014557,0.622572,0.957576,0.622572,0.042424,0.754563,0.224599,2.77193,0.683131
1168,2211,1342,98,6634,0.014557,0.622291,0.957557,0.622291,0.042443,0.75435,0.224502,2.771877,0.683333
1169,2210,1343,98,6634,0.014557,0.62201,0.957539,0.62201,0.042461,0.754138,0.224404,2.771823,0.683632
1170,2209,1344,98,6634,0.014557,0.621728,0.957521,0.621728,0.042479,0.753925,0.224307,2.77177,0.683736
1171,2208,1345,98,6634,0.014557,0.621447,0.957502,0.621447,0.042498,0.753712,0.22421,2.771717,0.683889
1172,2207,1346,98,6634,0.014557,0.621165,0.957484,0.621165,0.042516,0.753499,0.224113,2.771663,0.684089
1173,2206,1347,98,6634,0.014557,0.620884,0.957465,0.620884,0.042535,0.753287,0.224016,2.77161,0.685
1174,2203,1350,98,6634,0.014557,0.620039,0.95741,0.620039,0.04259,0.752648,0.223724,2.771449,0.685143
1175,2202,1351,98,6634,0.014557,0.619758,0.957391,0.619758,0.042609,0.752435,0.223627,2.771396,0.685385
1176,2200,1353,98,6634,0.014557,0.619195,0.957354,0.619195,0.042646,0.752008,0.223432,2.771289,0.685488
1177,2199,1354,98,6634,0.014557,0.618914,0.957336,0.618914,0.042664,0.751795,0.223335,2.771235,0.685714
1178,2198,1355,98,6634,0.014557,0.618632,0.957317,0.618632,0.042683,0.751581,0.223238,2.771181,0.686389
1179,2197,1356,98,6634,0.014557,0.618351,0.957298,0.618351,0.042702,0.751368,0.22314,2.771127,0.686667
1180,2196,1357,98,6634,0.014557,0.618069,0.95728,0.618069,0.04272,0.751154,0.223043,2.771073,0.686712
1181,2195,1358,98,6634,0.014557,0.617788,0.957261,0.617788,0.042739,0.750941,0.222946,2.771019,0.68725
1182,2194,1359,98,6634,0.014557,0.617506,0.957243,0.617506,0.042757,0.750727,0.222849,2.770965,0.6875
1183,2193,1360,98,6634,0.014557,0.617225,0.957224,0.617225,0.042776,0.750513,0.222752,2.770911,0.687853
1184,2192,1361,98,6634,0.014557,0.616943,0.957205,0.616943,0.042795,0.7503,0.222654,2.770857,0.688088
1185,2191,1362,98,6634,0.014557,0.616662,0.957187,0.616662,0.042813,0.750086,0.222557,2.770803,0.68825
1186,2190,1363,98,6634,0.014557,0.616381,0.957168,0.616381,0.042832,0.749872,0.22246,2.770749,0.689675
1187,2189,1364,98,6634,0.014557,0.616099,0.957149,0.616099,0.042851,0.749658,0.222363,2.770695,0.69
1188,2162,1391,98,6634,0.014557,0.6085,0.956637,0.6085,0.043363,0.74385,0.219737,2.769213,0.690909
1189,2161,1392,98,6634,0.014557,0.608218,0.956618,0.608218,0.043382,0.743634,0.21964,2.769157,0.690912
1190,2160,1393,98,6634,0.014557,0.607937,0.956599,0.607937,0.043401,0.743418,0.219543,2.769102,0.691177
1191,2159,1394,98,6634,0.014557,0.607656,0.95658,0.607656,0.04342,0.743201,0.219446,2.769046,0.691429
1192,2158,1395,98,6634,0.014557,0.607374,0.95656,0.607374,0.04344,0.742985,0.219349,2.76899,0.691485
1193,2157,1396,98,6634,0.014557,0.607093,0.956541,0.607093,0.043459,0.742769,0.219251,2.768935,0.691818
1194,2156,1397,98,6634,0.014557,0.606811,0.956522,0.606811,0.043478,0.742552,0.219154,2.768879,0.692143
1195,2155,1398,98,6634,0.014557,0.60653,0.956502,0.60653,0.043498,0.742336,0.219057,2.768823,0.693333
1196,2154,1399,98,6634,0.014557,0.606248,0.956483,0.606248,0.043517,0.742119,0.21896,2.768767,0.693636
1197,2153,1400,98,6634,0.014557,0.605967,0.956464,0.605967,0.043536,0.741902,0.218862,2.768711,0.693945
1198,2152,1401,98,6634,0.014557,0.605685,0.956444,0.605685,0.043556,0.741685,0.218765,2.768655,0.694
1199,2150,1403,98,6634,0.014557,0.605122,0.956406,0.605122,0.043594,0.741252,0.218571,2.768543,0.694286
1200,2149,1404,98,6634,0.014557,0.604841,0.956386,0.604841,0.043614,0.741034,0.218474,2.768487,0.694744
1201,2148,1405,98,6634,0.014557,0.60456,0.956367,0.60456,0.043633,0.740817,0.218376,2.76843,0.695
1202,2147,1406,98,6634,0.014557,0.604278,0.956347,0.604278,0.043653,0.7406,0.218279,2.768374,0.695333
1203,2146,1407,98,6634,0.014557,0.603997,0.956328,0.603997,0.043672,0.740383,0.218182,2.768318,0.695429
1204,2145,1408,98,6634,0.014557,0.603715,0.956309,0.603715,0.043691,0.740166,0.218085,2.768261,0.695714
1205,2144,1409,98,6634,0.014557,0.603434,0.956289,0.603434,0.043711,0.739948,0.217987,2.768205,0.696417
1206,2143,1410,98,6634,0.014557,0.603152,0.95627,0.603152,0.04373,0.739731,0.21789,2.768149,0.696703
1207,2143,1410,97,6635,0.014409,0.603152,0.956696,0.603152,0.043304,0.739858,0.217793,2.769384,0.697143
1208,2142,1411,97,6635,0.014409,0.602871,0.956677,0.602871,0.043323,0.739641,0.217696,2.769328,0.697617
1209,2141,1412,97,6635,0.014409,0.602589,0.956658,0.602589,0.043342,0.739423,0.217598,2.769272,0.697778
1210,2140,1413,97,6635,0.014409,0.602308,0.956638,0.602308,0.043362,0.739206,0.217501,2.769216,0.698684
1211,2139,1414,97,6635,0.014409,0.602026,0.956619,0.602026,0.043381,0.738988,0.217404,2.76916,0.699301
1212,2138,1415,97,6635,0.014409,0.601745,0.9566,0.601745,0.0434,0.73877,0.217307,2.769104,0.7
1213,2120,1433,91,6641,0.013518,0.596679,0.958842,0.596679,0.041158,0.7356,0.214973,2.775596,0.700952
1214,2119,1434,91,6641,0.013518,0.596397,0.958824,0.596397,0.041176,0.735381,0.214876,2.775542,0.701333
1215,2118,1435,91,6641,0.013518,0.596116,0.958805,0.596116,0.041195,0.735161,0.214779,2.775488,0.701369
1216,2117,1436,91,6641,0.013518,0.595835,0.958786,0.595835,0.041214,0.734942,0.214682,2.775434,0.7016
1217,2116,1437,91,6641,0.013518,0.595553,0.958768,0.595553,0.041232,0.734722,0.214584,2.77538,0.702
1218,2115,1438,91,6641,0.013518,0.595272,0.958749,0.595272,0.041251,0.734503,0.214487,2.775326,0.702273
1219,2114,1439,91,6641,0.013518,0.59499,0.95873,0.59499,0.04127,0.734283,0.21439,2.775272,0.7025
1220,2112,1441,91,6641,0.013518,0.594427,0.958693,0.594427,0.041307,0.733843,0.214195,2.775163,0.702522
1221,2111,1442,91,6641,0.013518,0.594146,0.958674,0.594146,0.041326,0.733623,0.214098,2.775109,0.702727
1222,2110,1443,91,6641,0.013518,0.593864,0.958655,0.593864,0.041345,0.733403,0.214001,2.775054,0.702738
1223,2109,1444,91,6641,0.013518,0.593583,0.958636,0.593583,0.041364,0.733183,0.213904,2.775,0.702857
1224,2108,1445,91,6641,0.013518,0.593301,0.958618,0.593301,0.041382,0.732962,0.213807,2.774946,0.703143
1225,2107,1446,91,6641,0.013518,0.59302,0.958599,0.59302,0.041401,0.732742,0.213709,2.774891,0.703146
1226,2106,1447,91,6641,0.013518,0.592739,0.95858,0.592739,0.04142,0.732522,0.213612,2.774836,0.703333
1227,2105,1448,91,6641,0.013518,0.592457,0.958561,0.592457,0.041439,0.732301,0.213515,2.774782,0.704052
1228,2104,1449,91,6641,0.013518,0.592176,0.958542,0.592176,0.041458,0.732081,0.213418,2.774727,0.704167
1229,2103,1450,91,6641,0.013518,0.591894,0.958523,0.591894,0.041477,0.73186,0.21332,2.774673,0.7045
1230,2102,1451,91,6641,0.013518,0.591613,0.958504,0.591613,0.041496,0.731639,0.213223,2.774618,0.705067
1231,2101,1452,91,6641,0.013518,0.591331,0.958485,0.591331,0.041515,0.731419,0.213126,2.774563,0.706
1232,2098,1455,91,6641,0.013518,0.590487,0.958429,0.590487,0.041571,0.730756,0.212834,2.774398,0.706167
1233,2097,1456,91,6641,0.013518,0.590205,0.95841,0.590205,0.04159,0.730535,0.212737,2.774343,0.706364
1234,2096,1457,91,6641,0.013518,0.589924,0.95839,0.589924,0.04161,0.730314,0.21264,2.774288,0.706462
1235,2096,1457,90,6642,0.013369,0.589924,0.958829,0.589924,0.041171,0.730441,0.212543,2.775557,0.706667
1236,2094,1459,90,6642,0.013369,0.589361,0.958791,0.589361,0.041209,0.729998,0.212348,2.775448,0.707397
1237,2093,1460,90,6642,0.013369,0.58908,0.958772,0.58908,0.041228,0.729777,0.212251,2.775394,0.707401
1238,2092,1461,90,6642,0.013369,0.588798,0.958753,0.588798,0.041247,0.729555,0.212154,2.775339,0.708333
1239,2091,1462,90,6642,0.013369,0.588517,0.958735,0.588517,0.041265,0.729334,0.212056,2.775284,0.709474
1240,2091,1462,88,6644,0.013072,0.588517,0.959615,0.588517,0.040385,0.729588,0.211862,2.777831,0.71
1241,2063,1490,87,6645,0.012923,0.580636,0.959535,0.580636,0.040465,0.723479,0.209042,2.777601,0.7105
1242,2062,1491,87,6645,0.012923,0.580355,0.959516,0.580355,0.040484,0.723255,0.208945,2.777546,0.711068
1243,2061,1492,87,6645,0.012923,0.580073,0.959497,0.580073,0.040503,0.723031,0.208848,2.777492,0.711111
1244,2061,1492,86,6646,0.012775,0.580073,0.959944,0.580073,0.040056,0.723158,0.208751,2.778786,0.71125
1245,2060,1493,86,6646,0.012775,0.579792,0.959925,0.579792,0.040075,0.722934,0.208653,2.778732,0.7115
1246,2059,1494,86,6646,0.012775,0.57951,0.959907,0.57951,0.040093,0.72271,0.208556,2.778677,0.712321
1247,2058,1495,86,6646,0.012775,0.579229,0.959888,0.579229,0.040112,0.722486,0.208459,2.778623,0.712433
1248,2057,1496,86,6646,0.012775,0.578947,0.959869,0.578947,0.040131,0.722261,0.208362,2.778569,0.7125
1249,2056,1497,86,6646,0.012775,0.578666,0.959851,0.578666,0.040149,0.722037,0.208264,2.778515,0.713
1250,2055,1498,85,6647,0.012626,0.578384,0.96028,0.578384,0.03972,0.721939,0.20807,2.779759,0.713333
1251,2053,1500,85,6647,0.012626,0.577822,0.960243,0.577822,0.039757,0.72149,0.207876,2.779651,0.713429
1252,2053,1500,84,6648,0.012478,0.577822,0.960693,0.577822,0.039307,0.721617,0.207778,2.780952,0.71375
1253,2052,1501,84,6648,0.012478,0.57754,0.960674,0.57754,0.039326,0.721392,0.207681,2.780899,0.71425
1254,2051,1502,84,6648,0.012478,0.577259,0.960656,0.577259,0.039344,0.721167,0.207584,2.780846,0.714296
1255,2050,1503,84,6648,0.012478,0.576977,0.960637,0.576977,0.039363,0.720943,0.207487,2.780792,0.714333
1256,2049,1504,84,6648,0.012478,0.576696,0.960619,0.576696,0.039381,0.720718,0.207389,2.780739,0.714444
1257,2048,1505,84,6648,0.012478,0.576414,0.9606,0.576414,0.0394,0.720493,0.207292,2.780685,0.714698
1258,2047,1506,84,6648,0.012478,0.576133,0.960582,0.576133,0.039418,0.720267,0.207195,2.780632,0.715
1259,2045,1508,84,6648,0.012478,0.57557,0.960545,0.57557,0.039455,0.719817,0.207,2.780525,0.715095
1260,2044,1509,84,6648,0.012478,0.575288,0.960526,0.575288,0.039474,0.719592,0.206903,2.780471,0.715417
1261,2043,1510,84,6648,0.012478,0.575007,0.960508,0.575007,0.039492,0.719366,0.206806,2.780417,0.715714
1262,2042,1511,84,6648,0.012478,0.574726,0.960489,0.574726,0.039511,0.719141,0.206709,2.780363,0.715727
1263,2041,1512,84,6648,0.012478,0.574444,0.960471,0.574444,0.039529,0.718915,0.206612,2.78031,0.715952
1264,2040,1513,84,6648,0.012478,0.574163,0.960452,0.574163,0.039548,0.718689,0.206514,2.780256,0.716
1265,2039,1514,84,6648,0.012478,0.573881,0.960433,0.573881,0.039567,0.718464,0.206417,2.780202,0.716016
1266,2038,1515,84,6648,0.012478,0.5736,0.960415,0.5736,0.039585,0.718238,0.20632,2.780148,0.716103
1267,2038,1515,83,6649,0.012329,0.5736,0.960868,0.5736,0.039132,0.718364,0.206223,2.781459,0.716394
1268,2037,1516,83,6649,0.012329,0.573318,0.960849,0.573318,0.039151,0.718139,0.206125,2.781405,0.716528
1269,2036,1517,83,6649,0.012329,0.573037,0.960831,0.573037,0.039169,0.717913,0.206028,2.781352,0.716667
1270,2035,1518,83,6649,0.012329,0.572755,0.960812,0.572755,0.039188,0.717686,0.205931,2.781298,0.716842
1271,2034,1519,83,6649,0.012329,0.572474,0.960794,0.572474,0.039206,0.71746,0.205834,2.781245,0.718333
1272,2033,1520,83,6649,0.012329,0.572193,0.960775,0.572193,0.039225,0.717234,0.205737,2.781191,0.718684
1273,2032,1521,83,6649,0.012329,0.571911,0.960757,0.571911,0.039243,0.717008,0.205639,2.781137,0.71875
1274,2031,1522,83,6649,0.012329,0.57163,0.960738,0.57163,0.039262,0.716781,0.205542,2.781084,0.718889
1275,2030,1523,83,6649,0.012329,0.571348,0.960719,0.571348,0.039281,0.716555,0.205445,2.78103,0.719
1276,2029,1524,83,6649,0.012329,0.571067,0.960701,0.571067,0.039299,0.716328,0.205348,2.780976,0.719583
1277,2028,1525,83,6649,0.012329,0.570785,0.960682,0.570785,0.039318,0.716102,0.20525,2.780922,0.72
1278,2005,1548,79,6653,0.011735,0.564312,0.962092,0.564312,0.037908,0.711371,0.202625,2.785004,0.720622
1279,2004,1549,79,6653,0.011735,0.56403,0.962074,0.56403,0.037926,0.711143,0.202528,2.784951,0.721
1280,2003,1550,79,6653,0.011735,0.563749,0.962056,0.563749,0.037944,0.710914,0.202431,2.784898,0.721429
1281,2003,1550,78,6654,0.011586,0.563749,0.962518,0.563749,0.037482,0.71104,0.202333,2.786236,0.722
1282,2001,1552,78,6654,0.011586,0.563186,0.962482,0.563186,0.037518,0.710582,0.202139,2.786132,0.722308
1283,2000,1553,78,6654,0.011586,0.562905,0.962464,0.562905,0.037536,0.710353,0.202042,2.78608,0.7225
1284,1997,1556,78,6654,0.011586,0.56206,0.96241,0.56206,0.03759,0.709666,0.20175,2.785923,0.722549
1285,1996,1557,78,6654,0.011586,0.561779,0.962392,0.561779,0.037608,0.709437,0.201653,2.78587,0.723205
1286,1995,1558,78,6654,0.011586,0.561497,0.962373,0.561497,0.037627,0.709207,0.201556,2.785818,0.723333
1287,1994,1559,78,6654,0.011586,0.561216,0.962355,0.561216,0.037645,0.708978,0.201458,2.785765,0.723692
1288,1993,1560,78,6654,0.011586,0.560934,0.962337,0.560934,0.037663,0.708748,0.201361,2.785712,0.723838
1289,1992,1561,78,6654,0.011586,0.560653,0.962319,0.560653,0.037681,0.708519,0.201264,2.78566,0.724048
1290,1991,1562,78,6654,0.011586,0.560372,0.962301,0.560372,0.037699,0.708289,0.201167,2.785607,0.724167
1291,1990,1563,78,6654,0.011586,0.56009,0.962282,0.56009,0.037718,0.708059,0.20107,2.785554,0.724545
1292,1990,1563,77,6655,0.011438,0.56009,0.962748,0.56009,0.037252,0.708185,0.200972,2.786902,0.725
1293,1989,1564,77,6655,0.011438,0.559809,0.96273,0.559809,0.03727,0.707955,0.200875,2.78685,0.725714
1294,1988,1565,77,6655,0.011438,0.559527,0.962712,0.559527,0.037288,0.707725,0.200778,2.786798,0.725972
1295,1988,1565,76,6656,0.011289,0.559527,0.963178,0.559527,0.036822,0.707851,0.200681,2.788148,0.726167
1296,1987,1566,76,6656,0.011289,0.559246,0.96316,0.559246,0.03684,0.707621,0.200583,2.788096,0.72619
1297,1986,1567,76,6656,0.011289,0.558964,0.963143,0.558964,0.036857,0.707391,0.200486,2.788044,0.726316
1298,1986,1567,75,6657,0.011141,0.558964,0.96361,0.558964,0.03639,0.707517,0.200389,2.789397,0.727158
1299,1985,1568,75,6657,0.011141,0.558683,0.963592,0.558683,0.036408,0.707287,0.200292,2.789346,0.727333
1300,1984,1569,75,6657,0.011141,0.558401,0.963575,0.558401,0.036425,0.707056,0.200194,2.789295,0.727719
1301,1983,1570,75,6657,0.011141,0.55812,0.963557,0.55812,0.036443,0.706826,0.200097,2.789244,0.727778
1302,1982,1571,75,6657,0.011141,0.557838,0.963539,0.557838,0.036461,0.706595,0.2,2.789192,0.728333
1303,1981,1572,75,6657,0.011141,0.557557,0.963521,0.557557,0.036479,0.706365,0.199903,2.789141,0.729
1304,1980,1573,75,6657,0.011141,0.557276,0.963504,0.557276,0.036496,0.706134,0.199806,2.78909,0.729286
1305,1979,1574,75,6657,0.011141,0.556994,0.963486,0.556994,0.036514,0.705903,0.199708,2.789038,0.729833
1306,1978,1575,75,6657,0.011141,0.556713,0.963468,0.556713,0.036532,0.705672,0.199611,2.788987,0.73
1307,1959,1594,74,6658,0.010992,0.551365,0.963601,0.551365,0.036399,0.701396,0.197667,2.78937,0.730143
1308,1958,1595,74,6658,0.010992,0.551084,0.963583,0.551084,0.036417,0.701164,0.197569,2.789318,0.730769
1309,1957,1596,74,6658,0.010992,0.550802,0.963565,0.550802,0.036435,0.700931,0.197472,2.789266,0.730833
1310,1956,1597,74,6658,0.010992,0.550521,0.963547,0.550521,0.036453,0.700699,0.197375,2.789214,0.730909
1311,1955,1598,74,6658,0.010992,0.550239,0.963529,0.550239,0.036471,0.700466,0.197278,2.789162,0.731136
1312,1954,1599,74,6658,0.010992,0.549958,0.963511,0.549958,0.036489,0.700233,0.19718,2.78911,0.73125
1313,1953,1600,74,6658,0.010992,0.549676,0.963493,0.549676,0.036507,0.7,0.197083,2.789058,0.731333
1314,1952,1601,74,6658,0.010992,0.549395,0.963475,0.549395,0.036525,0.699767,0.196986,2.789006,0.731714
1315,1951,1602,74,6658,0.010992,0.549113,0.963457,0.549113,0.036543,0.699534,0.196889,2.788954,0.73175
1316,1950,1603,74,6658,0.010992,0.548832,0.963439,0.548832,0.036561,0.699301,0.196791,2.788902,0.731818
1317,1949,1604,74,6658,0.010992,0.548551,0.963421,0.548551,0.036579,0.699067,0.196694,2.788849,0.732143
1318,1948,1605,74,6658,0.010992,0.548269,0.963403,0.548269,0.036597,0.698834,0.196597,2.788797,0.732674
1319,1948,1605,73,6659,0.010844,0.548269,0.963879,0.548269,0.036121,0.698959,0.1965,2.790177,0.733038
1320,1947,1606,73,6659,0.010844,0.547988,0.963861,0.547988,0.036139,0.698726,0.196403,2.790125,0.733244
1321,1946,1607,73,6659,0.010844,0.547706,0.963843,0.547706,0.036157,0.698492,0.196305,2.790073,0.73375
1322,1945,1608,73,6659,0.010844,0.547425,0.963826,0.547425,0.036174,0.698259,0.196208,2.790021,0.735
1323,1942,1611,73,6659,0.010844,0.54658,0.963772,0.54658,0.036228,0.697557,0.195916,2.789865,0.735417
1324,1941,1612,73,6659,0.010844,0.546299,0.963754,0.546299,0.036246,0.697324,0.195819,2.789813,0.735682
1325,1940,1613,73,6659,0.010844,0.546017,0.963736,0.546017,0.036264,0.697089,0.195722,2.789761,0.735875
1326,1940,1613,72,6660,0.010695,0.546017,0.964215,0.546017,0.035785,0.697215,0.195625,2.791148,0.736061
