@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
465,6701,31,2316,1237,0.651844,0.995395,0.743152,0.995395,0.256848,0.850975,0.876714,1.135371,0.16625
466,6701,31,2315,1238,0.651562,0.995395,0.743234,0.995395,0.256766,0.851029,0.876616,1.135497,0.166601
467,6701,31,2314,1239,0.651281,0.995395,0.743317,0.995395,0.256683,0.851083,0.876519,1.135623,0.166667
468,6701,31,2312,1241,0.650718,0.995395,0.743482,0.995395,0.256518,0.851191,0.876325,1.135875,0.166711
469,6701,31,2311,1242,0.650436,0.995395,0.743564,0.995395,0.256436,0.851245,0.876228,1.136001,0.166917
470,6701,31,2310,1243,0.650155,0.995395,0.743647,0.995395,0.256353,0.851299,0.87613,1.136127,0.166923
471,6701,31,2309,1244,0.649873,0.995395,0.743729,0.995395,0.256271,0.851353,0.876033,1.136253,0.167222
472,6701,31,2308,1245,0.649592,0.995395,0.743812,0.995395,0.256188,0.851407,0.875936,1.136379,0.167692
473,6701,31,2307,1246,0.64931,0.995395,0.743894,0.995395,0.256106,0.851461,0.875839,1.136505,0.167917
474,6701,31,2306,1247,0.649029,0.995395,0.743977,0.995395,0.256023,0.851515,0.875741,1.136631,0.168542
475,6701,31,2305,1248,0.648748,0.995395,0.74406,0.995395,0.25594,0.851569,0.875644,1.136758,0.16875
476,6701,31,2304,1249,0.648466,0.995395,0.744142,0.995395,0.255858,0.851624,0.875547,1.136884,0.169
477,6701,31,2303,1250,0.648185,0.995395,0.744225,0.995395,0.255775,0.851678,0.87545,1.13701,0.169167
478,6701,31,2302,1251,0.647903,0.995395,0.744307,0.995395,0.255693,0.851732,0.875352,1.137136,0.169444
479,6701,31,2300,1253,0.64734,0.995395,0.744473,0.995395,0.255527,0.85184,0.875158,1.137389,0.169583
480,6701,31,2299,1254,0.647059,0.995395,0.744556,0.995395,0.255444,0.851894,0.875061,1.137515,0.169737
481,6701,31,2298,1255,0.646777,0.995395,0.744638,0.995395,0.255362,0.851948,0.874964,1.137642,0.17
482,6696,36,2263,1290,0.636927,0.994652,0.747405,0.994652,0.252595,0.853483,0.871074,1.141869,0.170139
483,6696,36,2262,1291,0.636645,0.994652,0.747488,0.994652,0.252512,0.853537,0.870977,1.141996,0.170515
484,6696,36,2261,1292,0.636364,0.994652,0.747572,0.994652,0.252428,0.853592,0.87088,1.142123,0.170858
485,6696,36,2260,1293,0.636082,0.994652,0.747655,0.994652,0.252345,0.853646,0.870783,1.142251,0.17125
486,6696,36,2259,1294,0.635801,0.994652,0.747739,0.994652,0.252261,0.853701,0.870685,1.142379,0.171506
487,6696,36,2258,1295,0.635519,0.994652,0.747822,0.994652,0.252178,0.853755,0.870588,1.142506,0.171667
488,6696,36,2257,1296,0.635238,0.994652,0.747906,0.994652,0.252094,0.853809,0.870491,1.142634,0.171667
489,6696,36,2256,1297,0.634956,0.994652,0.747989,0.994652,0.252011,0.853864,0.870394,1.142761,0.171682
490,6696,36,2255,1298,0.634675,0.994652,0.748073,0.994652,0.251927,0.853918,0.870297,1.142889,0.171818
491,6696,36,2254,1299,0.634393,0.994652,0.748156,0.994652,0.251844,0.853973,0.870199,1.143017,0.172
492,6696,36,2253,1300,0.634112,0.994652,0.74824,0.994652,0.25176,0.854027,0.870102,1.143144,0.172222
493,6694,38,2253,1300,0.634112,0.994355,0.748184,0.994355,0.251816,0.853881,0.869908,1.143059,0.172321
494,6694,38,2252,1301,0.633831,0.994355,0.748267,0.994355,0.251733,0.853935,0.86981,1.143186,0.172917
495,6694,38,2251,1302,0.633549,0.994355,0.748351,0.994355,0.251649,0.85399,0.869713,1.143314,0.173125
496,6694,38,2250,1303,0.633268,0.994355,0.748435,0.994355,0.251565,0.854044,0.869616,1.143442,0.173333
497,6694,38,2249,1304,0.632986,0.994355,0.748518,0.994355,0.251482,0.854099,0.869519,1.14357,0.173889
498,6694,38,2248,1305,0.632705,0.994355,0.748602,0.994355,0.251398,0.854153,0.869421,1.143698,0.174
499,6693,39,2248,1305,0.632705,0.994207,0.748574,0.994207,0.251426,0.85408,0.869324,1.143655,0.174615
500,6693,39,2247,1306,0.632423,0.994207,0.748658,0.994207,0.251342,0.854135,0.869227,1.143783,0.175
501,6693,39,2246,1307,0.632142,0.994207,0.748741,0.994207,0.251259,0.854189,0.86913,1.143911,0.175152
502,6693,39,2245,1308,0.63186,0.994207,0.748825,0.994207,0.251175,0.854244,0.869033,1.144039,0.175217
503,6693,39,2244,1309,0.631579,0.994207,0.748909,0.994207,0.251091,0.854298,0.868935,1.144167,0.175284
504,6693,39,2243,1310,0.631297,0.994207,0.748993,0.994207,0.251007,0.854353,0.868838,1.144295,0.175667
505,6693,39,2242,1311,0.631016,0.994207,0.749077,0.994207,0.250923,0.854407,0.868741,1.144423,0.175788
506,6692,40,2242,1311,0.631016,0.994058,0.749049,0.994058,0.250951,0.854334,0.868644,1.14438,0.175833
507,6692,40,2241,1312,0.630735,0.994058,0.749132,0.994058,0.250868,0.854389,0.868546,1.144508,0.176333
508,6692,40,2240,1313,0.630453,0.994058,0.749216,0.994058,0.250784,0.854443,0.868449,1.144636,0.176373
509,6692,40,2239,1314,0.630172,0.994058,0.7493,0.994058,0.2507,0.854498,0.868352,1.144764,0.1764
510,6692,40,2238,1315,0.62989,0.994058,0.749384,0.994058,0.250616,0.854552,0.868255,1.144892,0.176429
511,6692,40,2237,1316,0.629609,0.994058,0.749468,0.994058,0.250532,0.854607,0.868158,1.145021,0.176667
512,6692,40,2236,1317,0.629327,0.994058,0.749552,0.994058,0.250448,0.854662,0.86806,1.145149,0.176667
513,6692,40,2235,1318,0.629046,0.994058,0.749636,0.994058,0.250364,0.854716,0.867963,1.145277,0.177059
514,6692,40,2234,1319,0.628764,0.994058,0.74972,0.994058,0.25028,0.854771,0.867866,1.145405,0.177424
515,6692,40,2233,1320,0.628483,0.994058,0.749804,0.994058,0.250196,0.854825,0.867769,1.145534,0.1775
516,6692,40,2232,1321,0.628202,0.994058,0.749888,0.994058,0.250112,0.85488,0.867671,1.145662,0.177714
517,6692,40,2231,1322,0.62792,0.994058,0.749972,0.994058,0.250028,0.854935,0.867574,1.145791,0.17795
518,6692,40,2230,1323,0.627639,0.994058,0.750056,0.994058,0.249944,0.854989,0.867477,1.145919,0.177995
519,6692,40,2229,1324,0.627357,0.994058,0.75014,0.994058,0.24986,0.855044,0.86738,1.146047,0.178
520,6691,41,2228,1325,0.627076,0.99391,0.750196,0.99391,0.249804,0.855025,0.867185,1.146133,0.178333
521,6691,41,2227,1326,0.626794,0.99391,0.75028,0.99391,0.24972,0.85508,0.867088,1.146262,0.178571
522,6691,41,2226,1327,0.626513,0.99391,0.750364,0.99391,0.249636,0.855135,0.866991,1.14639,0.17875
523,6691,41,2225,1328,0.626231,0.99391,0.750449,0.99391,0.249551,0.855189,0.866894,1.146519,0.178889
524,6691,41,2223,1330,0.625668,0.99391,0.750617,0.99391,0.249383,0.855298,0.866699,1.146776,0.179167
525,6691,41,2222,1331,0.625387,0.99391,0.750701,0.99391,0.249299,0.855353,0.866602,1.146905,0.179643
526,6691,41,2221,1332,0.625106,0.99391,0.750785,0.99391,0.249215,0.855408,0.866505,1.147033,0.179736
527,6691,41,2220,1333,0.624824,0.99391,0.75087,0.99391,0.24913,0.855463,0.866407,1.147162,0.18
528,6690,42,2179,1374,0.613285,0.993761,0.754313,0.993761,0.245687,0.857637,0.862324,1.152422,0.180455
529,6690,42,2178,1375,0.613003,0.993761,0.754398,0.993761,0.245602,0.857692,0.862227,1.152552,0.180667
530,6690,42,2177,1376,0.612722,0.993761,0.754483,0.993761,0.245517,0.857747,0.862129,1.152682,0.180721
531,6690,42,2176,1377,0.61244,0.993761,0.754568,0.993761,0.245432,0.857802,0.862032,1.152812,0.180833
532,6690,42,2175,1378,0.612159,0.993761,0.754653,0.993761,0.245347,0.857857,0.861935,1.152942,0.18107
533,6690,42,2174,1379,0.611877,0.993761,0.754738,0.993761,0.245262,0.857912,0.861838,1.153072,0.181112
534,6690,42,2173,1380,0.611596,0.993761,0.754823,0.993761,0.245177,0.857967,0.86174,1.153202,0.181169
535,6690,42,2172,1381,0.611314,0.993761,0.754909,0.993761,0.245091,0.858022,0.861643,1.153333,0.181176
536,6690,42,2171,1382,0.611033,0.993761,0.754994,0.993761,0.245006,0.858077,0.861546,1.153463,0.181192
537,6690,42,2170,1383,0.610751,0.993761,0.755079,0.993761,0.244921,0.858132,0.861449,1.153593,0.181234
538,6689,43,2170,1383,0.610751,0.993613,0.755051,0.993613,0.244949,0.858059,0.861351,1.153551,0.182619
539,6689,43,2169,1384,0.61047,0.993613,0.755137,0.993613,0.244863,0.858114,0.861254,1.153681,0.182941
540,6689,43,2168,1385,0.610189,0.993613,0.755222,0.993613,0.244778,0.858169,0.861157,1.153811,0.183437
541,6689,43,2167,1386,0.609907,0.993613,0.755307,0.993613,0.244693,0.858224,0.86106,1.153941,0.18375
542,6689,43,2166,1387,0.609626,0.993613,0.755392,0.993613,0.244608,0.858279,0.860963,1.154072,0.184
543,6689,43,2165,1388,0.609344,0.993613,0.755478,0.993613,0.244522,0.858334,0.860865,1.154202,0.184091
544,6689,43,2164,1389,0.609063,0.993613,0.755563,0.993613,0.244437,0.858389,0.860768,1.154332,0.184444
545,6688,44,2164,1389,0.609063,0.993464,0.755535,0.993464,0.244465,0.858316,0.860671,1.15429,0.184667
546,6688,44,2162,1391,0.6085,0.993464,0.755706,0.993464,0.244294,0.858426,0.860476,1.154551,0.185
547,6688,44,2160,1393,0.607937,0.993464,0.755877,0.993464,0.244123,0.858537,0.860282,1.154812,0.185429
548,6688,44,2159,1394,0.607656,0.993464,0.755962,0.993464,0.244038,0.858592,0.860185,1.154943,0.185455
549,6688,44,2158,1395,0.607374,0.993464,0.756048,0.993464,0.243952,0.858647,0.860088,1.155073,0.185524
550,6688,44,2157,1396,0.607093,0.993464,0.756133,0.993464,0.243867,0.858702,0.85999,1.155204,0.186204
551,6688,44,2156,1397,0.606811,0.993464,0.756219,0.993464,0.243781,0.858757,0.859893,1.155334,0.186212
552,6688,44,2155,1398,0.60653,0.993464,0.756304,0.993464,0.243696,0.858812,0.859796,1.155465,0.186429
553,6688,44,2154,1399,0.606248,0.993464,0.75639,0.993464,0.24361,0.858867,0.859699,1.155596,0.186667
554,6688,44,2153,1400,0.605967,0.993464,0.756476,0.993464,0.243524,0.858922,0.859601,1.155726,0.186875
555,6688,44,2152,1401,0.605685,0.993464,0.756561,0.993464,0.243439,0.858978,0.859504,1.155857,0.187
556,6688,44,2151,1402,0.605404,0.993464,0.756647,0.993464,0.243353,0.859033,0.859407,1.155988,0.187
557,6688,44,2150,1403,0.605122,0.993464,0.756732,0.993464,0.243268,0.859088,0.85931,1.156119,0.187104
558,6687,45,2150,1403,0.605122,0.993316,0.756705,0.993316,0.243295,0.859015,0.859212,1.156077,0.187143
559,6687,45,2149,1404,0.604841,0.993316,0.75679,0.993316,0.24321,0.85907,0.859115,1.156208,0.187222
560,6687,45,2148,1405,0.60456,0.993316,0.756876,0.993316,0.243124,0.859125,0.859018,1.156338,0.187349
561,6687,45,2147,1406,0.604278,0.993316,0.756962,0.993316,0.243038,0.85918,0.858921,1.156469,0.1875
562,6687,45,2144,1409,0.603434,0.993316,0.757219,0.993316,0.242781,0.859346,0.858629,1.156862,0.187806
563,6687,45,2143,1410,0.603152,0.993316,0.757305,0.993316,0.242695,0.859401,0.858532,1.156993,0.18789
564,6687,45,2142,1411,0.602871,0.993316,0.75739,0.993316,0.24261,0.859456,0.858435,1.157124,0.187935
565,6687,45,2141,1412,0.602589,0.993316,0.757476,0.993316,0.242524,0.859512,0.858337,1.157255,0.187944
566,6687,45,2140,1413,0.602308,0.993316,0.757562,0.993316,0.242438,0.859567,0.85824,1.157386,0.188
567,6687,45,2139,1414,0.602026,0.993316,0.757648,0.993316,0.242352,0.859622,0.858143,1.157518,0.188966
568,6687,45,2138,1415,0.601745,0.993316,0.757734,0.993316,0.242266,0.859677,0.858046,1.157649,0.189
569,6687,45,2136,1417,0.601182,0.993316,0.757905,0.993316,0.242095,0.859788,0.857851,1.157911,0.189167
570,6687,45,2135,1418,0.600901,0.993316,0.757991,0.993316,0.242009,0.859843,0.857754,1.158042,0.189474
571,6687,45,2134,1419,0.600619,0.993316,0.758077,0.993316,0.241923,0.859898,0.857657,1.158174,0.19
572,6685,47,2098,1455,0.590487,0.993018,0.761129,0.993018,0.238871,0.861747,0.853962,1.162837,0.190307
573,6685,47,2097,1456,0.590205,0.993018,0.761216,0.993018,0.238784,0.861802,0.853865,1.162969,0.190623
574,6685,47,2096,1457,0.589924,0.993018,0.761303,0.993018,0.238697,0.861858,0.853768,1.163102,0.19085
575,6685,47,2095,1458,0.589643,0.993018,0.76139,0.993018,0.23861,0.861913,0.85367,1.163234,0.191667
576,6685,47,2094,1459,0.589361,0.993018,0.761476,0.993018,0.238524,0.861969,0.853573,1.163366,0.192
577,6685,47,2093,1460,0.58908,0.993018,0.761563,0.993018,0.238437,0.862025,0.853476,1.163499,0.192231
578,6685,47,2092,1461,0.588798,0.993018,0.76165,0.993018,0.23835,0.86208,0.853379,1.163632,0.1925
579,6685,47,2091,1462,0.588517,0.993018,0.761737,0.993018,0.238263,0.862136,0.853281,1.163764,0.192749
580,6685,47,2090,1463,0.588235,0.993018,0.761823,0.993018,0.238177,0.862191,0.853184,1.163897,0.193333
581,6685,47,2088,1465,0.587672,0.993018,0.761997,0.993018,0.238003,0.862302,0.85299,1.164162,0.193444
582,6685,47,2087,1466,0.587391,0.993018,0.762084,0.993018,0.237916,0.862358,0.852893,1.164295,0.194444
583,6685,47,2086,1467,0.587109,0.993018,0.762171,0.993018,0.237829,0.862414,0.852795,1.164428,0.195
584,6685,47,2083,1470,0.586265,0.993018,0.762432,0.993018,0.237568,0.862581,0.852504,1.164826,0.195354
585,6685,47,2082,1471,0.585984,0.993018,0.762519,0.993018,0.237481,0.862636,0.852406,1.164959,0.196595
586,6685,47,2081,1472,0.585702,0.993018,0.762606,0.993018,0.237394,0.862692,0.852309,1.165092,0.196667
587,6685,47,2080,1473,0.585421,0.993018,0.762693,0.993018,0.237307,0.862748,0.852212,1.165225,0.196667
588,6685,47,2079,1474,0.585139,0.993018,0.76278,0.993018,0.23722,0.862803,0.852115,1.165358,0.196778
589,6684,48,2079,1474,0.585139,0.99287,0.762752,0.99287,0.237248,0.86273,0.852018,1.165316,0.196923
590,6684,48,2078,1475,0.584858,0.99287,0.76284,0.99287,0.23716,0.862786,0.85192,1.165449,0.196957
591,6684,48,2077,1476,0.584576,0.99287,0.762927,0.99287,0.237073,0.862841,0.851823,1.165582,0.197009
592,6684,48,2076,1477,0.584295,0.99287,0.763014,0.99287,0.236986,0.862897,0.851726,1.165715,0.197083
593,6684,48,2075,1478,0.584014,0.99287,0.763101,0.99287,0.236899,0.862953,0.851629,1.165848,0.197091
594,6683,49,2075,1478,0.584014,0.992721,0.763074,0.992721,0.236926,0.862879,0.851531,1.165807,0.197143
595,6683,49,2074,1479,0.583732,0.992721,0.763161,0.992721,0.236839,0.862935,0.851434,1.16594,0.197352
596,6683,49,2073,1480,0.583451,0.992721,0.763248,0.992721,0.236752,0.862991,0.851337,1.166073,0.1975
597,6683,49,2072,1481,0.583169,0.992721,0.763335,0.992721,0.236665,0.863046,0.85124,1.166207,0.197886
598,6683,49,2071,1482,0.582888,0.992721,0.763422,0.992721,0.236578,0.863102,0.851142,1.16634,0.198
599,6683,49,2070,1483,0.582606,0.992721,0.76351,0.992721,0.23649,0.863158,0.851045,1.166473,0.198148
600,6683,49,2069,1484,0.582325,0.992721,0.763597,0.992721,0.236403,0.863214,0.850948,1.166606,0.199167
601,6683,49,2068,1485,0.582043,0.992721,0.763684,0.992721,0.236316,0.863269,0.850851,1.16674,0.199412
602,6683,49,2067,1486,0.581762,0.992721,0.763771,0.992721,0.236229,0.863325,0.850754,1.166873,0.199603
603,6683,49,2066,1487,0.58148,0.992721,0.763859,0.992721,0.236141,0.863381,0.850656,1.167006,0.199706
604,6683,49,2065,1488,0.581199,0.992721,0.763946,0.992721,0.236054,0.863437,0.850559,1.16714,0.2
605,6682,50,2023,1530,0.569378,0.992573,0.767605,0.992573,0.232395,0.865712,0.846378,1.17273,0.20031
606,6682,50,2022,1531,0.569097,0.992573,0.767693,0.992573,0.232307,0.865768,0.846281,1.172864,0.200863
607,6682,50,2021,1532,0.568815,0.992573,0.767781,0.992573,0.232219,0.865824,0.846184,1.172999,0.201
608,6682,50,2020,1533,0.568534,0.992573,0.767869,0.992573,0.232131,0.865881,0.846087,1.173134,0.201042
609,6681,51,2020,1533,0.568534,0.992424,0.767843,0.992424,0.232157,0.865807,0.845989,1.173093,0.20135
610,6681,51,2019,1534,0.568252,0.992424,0.767931,0.992424,0.232069,0.865863,0.845892,1.173228,0.201739
611,6681,51,2018,1535,0.567971,0.992424,0.768019,0.992424,0.231981,0.865919,0.845795,1.173363,0.201905
612,6681,51,2017,1536,0.567689,0.992424,0.768108,0.992424,0.231892,0.865975,0.845698,1.173498,0.202
613,6681,51,2015,1538,0.567126,0.992424,0.768284,0.992424,0.231716,0.866088,0.845503,1.173768,0.202059
614,6681,51,2014,1539,0.566845,0.992424,0.768373,0.992424,0.231627,0.866144,0.845406,1.173903,0.202333
615,6681,51,2013,1540,0.566563,0.992424,0.768461,0.992424,0.231539,0.8662,0.845309,1.174038,0.202456
616,6681,51,2012,1541,0.566282,0.992424,0.768549,0.992424,0.231451,0.866256,0.845211,1.174173,0.202792
617,6681,51,2011,1542,0.566001,0.992424,0.768638,0.992424,0.231362,0.866312,0.845114,1.174308,0.202885
618,6681,51,2010,1543,0.565719,0.992424,0.768726,0.992424,0.231274,0.866368,0.845017,1.174443,0.203143
619,6681,51,2009,1544,0.565438,0.992424,0.768815,0.992424,0.231185,0.866425,0.84492,1.174578,0.203333
620,6681,51,2008,1545,0.565156,0.992424,0.768903,0.992424,0.231097,0.866481,0.844823,1.174713,0.204524
621,6681,51,2007,1546,0.564875,0.992424,0.768992,0.992424,0.231008,0.866537,0.844725,1.174848,0.205
622,6680,52,2006,1547,0.564593,0.992276,0.769054,0.992276,0.230946,0.86652,0.844531,1.174943,0.205395
623,6680,52,2005,1548,0.564312,0.992276,0.769142,0.992276,0.230858,0.866576,0.844434,1.175078,0.20566
624,6680,52,2004,1549,0.56403,0.992276,0.769231,0.992276,0.230769,0.866632,0.844336,1.175214,0.205714
625,6680,52,2003,1550,0.563749,0.992276,0.769319,0.992276,0.230681,0.866688,0.844239,1.175349,0.205926
626,6680,52,2002,1551,0.563467,0.992276,0.769408,0.992276,0.230592,0.866745,0.844142,1.175484,0.206
627,6680,52,1999,1554,0.562623,0.992276,0.769674,0.992276,0.230326,0.866913,0.84385,1.175891,0.206071
628,6680,52,1998,1555,0.562342,0.992276,0.769763,0.992276,0.230237,0.86697,0.843753,1.176026,0.206239
629,6680,52,1997,1556,0.56206,0.992276,0.769851,0.992276,0.230149,0.867026,0.843656,1.176162,0.206667
630,6680,52,1996,1557,0.561779,0.992276,0.76994,0.992276,0.23006,0.867082,0.843559,1.176297,0.206795
631,6680,52,1995,1558,0.561497,0.992276,0.770029,0.992276,0.229971,0.867138,0.843461,1.176433,0.206944
632,6680,52,1994,1559,0.561216,0.992276,0.770118,0.992276,0.229882,0.867195,0.843364,1.176569,0.207
633,6680,52,1993,1560,0.560934,0.992276,0.770206,0.992276,0.229794,0.867251,0.843267,1.176704,0.207
634,6680,52,1992,1561,0.560653,0.992276,0.770295,0.992276,0.229705,0.867307,0.84317,1.17684,0.207143
635,6680,52,1989,1564,0.559809,0.992276,0.770562,0.992276,0.229438,0.867476,0.842878,1.177247,0.207146
636,6680,52,1988,1565,0.559527,0.992276,0.770651,0.992276,0.229349,0.867532,0.842781,1.177383,0.207151
637,6680,52,1987,1566,0.559246,0.992276,0.77074,0.992276,0.22926,0.867589,0.842684,1.177519,0.207333
638,6680,52,1986,1567,0.558964,0.992276,0.770829,0.992276,0.229171,0.867645,0.842586,1.177655,0.2075
639,6680,52,1983,1570,0.55812,0.992276,0.771095,0.992276,0.228905,0.867814,0.842295,1.178063,0.207647
640,6680,52,1982,1571,0.557838,0.992276,0.771184,0.992276,0.228816,0.867871,0.842197,1.178199,0.207683
641,6680,52,1981,1572,0.557557,0.992276,0.771274,0.992276,0.228726,0.867927,0.8421,1.178335,0.207899
642,6680,52,1980,1573,0.557276,0.992276,0.771363,0.992276,0.228637,0.867983,0.842003,1.178471,0.208571
643,6679,53,1980,1573,0.557276,0.992127,0.771336,0.992127,0.228664,0.86791,0.841906,1.17843,0.208889
644,6678,54,1980,1573,0.557276,0.991979,0.77131,0.991979,0.22869,0.867836,0.841808,1.17839,0.209
645,6678,54,1979,1574,0.556994,0.991979,0.771399,0.991979,0.228601,0.867893,0.841711,1.178526,0.209444
646,6678,54,1977,1576,0.556431,0.991979,0.771577,0.991979,0.228423,0.868005,0.841517,1.178798,0.209636
647,6678,54,1976,1577,0.55615,0.991979,0.771666,0.991979,0.228334,0.868062,0.84142,1.178935,0.21
648,6677,55,1943,1610,0.546862,0.99183,0.774594,0.99183,0.225406,0.869854,0.838114,1.183407,0.210381
649,6677,55,1942,1611,0.54658,0.99183,0.774684,0.99183,0.225316,0.869911,0.838017,1.183545,0.2105
650,6677,55,1941,1612,0.546299,0.99183,0.774774,0.99183,0.225226,0.869967,0.837919,1.183682,0.21125
651,6677,55,1940,1613,0.546017,0.99183,0.774864,0.99183,0.225136,0.870024,0.837822,1.183819,0.211444
652,6677,55,1939,1614,0.545736,0.99183,0.774954,0.99183,0.225046,0.870081,0.837725,1.183957,0.211667
653,6677,55,1938,1615,0.545455,0.99183,0.775044,0.99183,0.224956,0.870137,0.837628,1.184094,0.212041
654,6677,55,1937,1616,0.545173,0.99183,0.775134,0.99183,0.224866,0.870194,0.83753,1.184232,0.212143
655,6677,55,1936,1617,0.544892,0.99183,0.775223,0.99183,0.224777,0.870251,0.837433,1.184369,0.212167
656,6677,55,1935,1618,0.54461,0.99183,0.775314,0.99183,0.224686,0.870308,0.837336,1.184507,0.212222
657,6677,55,1934,1619,0.544329,0.99183,0.775404,0.99183,0.224596,0.870364,0.837239,1.184644,0.21224
658,6677,55,1933,1620,0.544047,0.99183,0.775494,0.99183,0.224506,0.870421,0.837141,1.184782,0.2125
659,6677,55,1932,1621,0.543766,0.99183,0.775584,0.99183,0.224416,0.870478,0.837044,1.18492,0.212549
660,6677,55,1931,1622,0.543484,0.99183,0.775674,0.99183,0.224326,0.870535,0.836947,1.185057,0.212571
661,6677,55,1930,1623,0.543203,0.99183,0.775764,0.99183,0.224236,0.870591,0.83685,1.185195,0.212727
662,6677,55,1929,1624,0.542921,0.99183,0.775854,0.99183,0.224146,0.870648,0.836753,1.185333,0.212792
663,6677,55,1928,1625,0.54264,0.99183,0.775944,0.99183,0.224056,0.870705,0.836655,1.18547,0.213846
664,6677,55,1927,1626,0.542359,0.99183,0.776034,0.99183,0.223966,0.870762,0.836558,1.185608,0.213861
665,6677,55,1926,1627,0.542077,0.99183,0.776125,0.99183,0.223875,0.870818,0.836461,1.185746,0.214293
666,6677,55,1925,1628,0.541796,0.99183,0.776215,0.99183,0.223785,0.870875,0.836364,1.185884,0.214591
667,6677,55,1924,1629,0.541514,0.99183,0.776305,0.99183,0.223695,0.870932,0.836266,1.186022,0.214643
668,6677,55,1923,1630,0.541233,0.99183,0.776395,0.99183,0.223605,0.870989,0.836169,1.18616,0.214667
669,6677,55,1922,1631,0.540951,0.99183,0.776486,0.99183,0.223514,0.871046,0.836072,1.186298,0.215676
670,6677,55,1921,1632,0.54067,0.99183,0.776576,0.99183,0.223424,0.871102,0.835975,1.186435,0.215833
671,6677,55,1920,1633,0.540388,0.99183,0.776666,0.99183,0.223334,0.871159,0.835877,1.186573,0.215879
672,6677,55,1919,1634,0.540107,0.99183,0.776757,0.99183,0.223243,0.871216,0.83578,1.186712,0.216154
673,6677,55,1918,1635,0.539825,0.99183,0.776847,0.99183,0.223153,0.871273,0.835683,1.18685,0.21635
674,6677,55,1917,1636,0.539544,0.99183,0.776937,0.99183,0.223063,0.87133,0.835586,1.186988,0.216429
675,6677,55,1915,1638,0.538981,0.99183,0.777118,0.99183,0.222882,0.871443,0.835391,1.187264,0.216667
676,6677,55,1914,1639,0.5387,0.99183,0.777209,0.99183,0.222791,0.8715,0.835294,1.187402,0.216667
677,6677,55,1911,1642,0.537855,0.99183,0.77748,0.99183,0.22252,0.871671,0.835002,1.187817,0.216867
678,6677,55,1910,1643,0.537574,0.99183,0.777571,0.99183,0.222429,0.871728,0.834905,1.187955,0.217037
679,6677,55,1909,1644,0.537292,0.99183,0.777661,0.99183,0.222339,0.871785,0.834808,1.188094,0.217143
680,6677,55,1908,1645,0.537011,0.99183,0.777752,0.99183,0.222248,0.871842,0.834711,1.188232,0.217333
681,6677,55,1907,1646,0.53673,0.99183,0.777842,0.99183,0.222158,0.871899,0.834614,1.18837,0.217727
682,6677,55,1906,1647,0.536448,0.99183,0.777933,0.99183,0.222067,0.871956,0.834516,1.188509,0.21875
683,6677,55,1905,1648,0.536167,0.99183,0.778024,0.99183,0.221976,0.872013,0.834419,1.188647,0.219
684,6677,55,1904,1649,0.535885,0.99183,0.778114,0.99183,0.221886,0.872069,0.834322,1.188786,0.219091
685,6677,55,1903,1650,0.535604,0.99183,0.778205,0.99183,0.221795,0.872126,0.834225,1.188925,0.219152
686,6677,55,1902,1651,0.535322,0.99183,0.778296,0.99183,0.221704,0.872183,0.834127,1.189063,0.219167
687,6677,55,1901,1652,0.535041,0.99183,0.778387,0.99183,0.221613,0.87224,0.83403,1.189202,0.2196
688,6676,56,1901,1652,0.535041,0.991682,0.778361,0.991682,0.221639,0.872167,0.833933,1.189162,0.219904
689,6676,56,1900,1653,0.534759,0.991682,0.778451,0.991682,0.221549,0.872224,0.833836,1.189301,0.22
690,6676,56,1871,1682,0.526597,0.991682,0.781093,0.991682,0.218907,0.873879,0.831016,1.193336,0.221
691,6676,56,1870,1683,0.526316,0.991682,0.781184,0.991682,0.218816,0.873936,0.830919,1.193476,0.221306
692,6676,56,1869,1684,0.526034,0.991682,0.781276,0.991682,0.218724,0.873994,0.830822,1.193615,0.221429
693,6676,56,1868,1685,0.525753,0.991682,0.781367,0.991682,0.218633,0.874051,0.830724,1.193755,0.221538
694,6676,56,1867,1686,0.525471,0.991682,0.781459,0.991682,0.218541,0.874108,0.830627,1.193895,0.222
695,6676,56,1866,1687,0.52519,0.991682,0.78155,0.991682,0.21845,0.874165,0.83053,1.194035,0.2225
696,6676,56,1863,1690,0.524346,0.991682,0.781825,0.991682,0.218175,0.874337,0.830238,1.194454,0.222571
697,6676,56,1862,1691,0.524064,0.991682,0.781916,0.991682,0.218084,0.874394,0.830141,1.194594,0.222798
698,6676,56,1861,1692,0.523783,0.991682,0.782008,0.991682,0.217992,0.874452,0.830044,1.194734,0.223684
699,6676,56,1860,1693,0.523501,0.991682,0.782099,0.991682,0.217901,0.874509,0.829947,1.194874,0.224
700,6676,56,1859,1694,0.52322,0.991682,0.782191,0.991682,0.217809,0.874566,0.829849,1.195014,0.225611
701,6676,56,1858,1695,0.522938,0.991682,0.782283,0.991682,0.217717,0.874623,0.829752,1.195154,0.225714
702,6676,56,1857,1696,0.522657,0.991682,0.782374,0.991682,0.217626,0.874681,0.829655,1.195294,0.226073
